item_id,"event (place, date, venue)",article title,outlet,article date,sentence before,SENTENCE TO LABEL,sentence after,url,label,about this event?,notes
L036,"Sidoarjo, 2026-09-01 - Ponpes Manba'ul Hikam; MTS; MA; 16 Lembaga Pendidikan Lainnya",Kepala BGN Ungkap Kronologi Ratusan Santri di Sidoarjo Keracunan MBG,liputan6.com,2026-09-03,Keputusan ini diambil sambil menunggu hasil pemeriksaan laboratorium dan evaluasi penyebab kejadian.,"""Operasional SPPG Kalitengah dihentikan sementara sambil menunggu hasil pemeriksaan laboratorium dan evaluasi lebih lanjut atas penyebab kejadian tersebut,"" kata Wakil Gubernur Jawa Timur Emil Elestianto Dardak usai mengunjungi korban di RSUD Notopuro Sidoarjo, Rabu (2/9/2026) dini hari.","Dia menegaskan penanganan korban menjadi prioritas, dengan perawatan yang disesuaikan pada kondisi masing-masing pasien.",https://www.liputan6.com/news/read/8283621/kepala-bgn-ungkap-kronologi-ratusan-santri-di-sidoarjo-keracunan-mbg,,,
L037,"Bontang, 2026-08-05 - TBA (Spesifik tidak disebutkan)","Puluhan Siswa di Bontang Sakit Usai Santap MBG, 2 Kepala SPPG Dicopot",detik.com,2026-08-11,"Dua Kepala Satuan Pelayanan Pemenuhan Gizi (SPPG) di Kota Bontang, Kalimantan Timur (Kaltim), dicopot usai terjadi gangguan kesehatan pada penerima manfaat Makan Bergizi Gratis (MBG).","Di sisi lain, investigasi Dinkes Bontang menemukan bakteri patogen pada sampel pangan.",Dua SPPG yang dikenai sanksi yakni SPPG Bontang Barat dan SPPG Bontang Utara 2.,https://www.detik.com/kalimantan/berita/d-8614428/puluhan-siswa-di-bontang-sakit-usai-santap-mbg-2-kepala-sppg-dicopot,,,
L038,"Trenggalek, 2026-09-15 - SMP Global; MA Global","Keracunan MBG, 77 Siswa dan Guru di Trenggalek Alami Diare Massal | AFU.id",afu.id,2026-09-16,"Oleh karena itu, pemeriksaan laboratorium yang lebih lengkap sangat diperlukan untuk mendeteksi jenis bakteri yang relatif jarang ditemukan dalam insiden serupa.",Salah satu fokus pengujian di Surabaya adalah mencari kemungkinan adanya kontaminasi Bacillus cereus yang sering kali menjadi biang keladi keracunan makanan massal.,Hasil pemeriksaan ilmiah tersebut nantinya akan dijadikan landasan objektif utama untuk menyimpulkan sumber penyebab gangguan kesehatan para siswa.,https://afu.id/humaniora/keracunan-mbg-77-siswa-dan-guru-di-trenggalek-alami-diare-massal,,,
L039,"Bandung Barat, 2025-09-22 - SD Negeri Cipari; MTs Darul Fiqri; SMK Pembangunan Bandung Barat; TK Nurul Saadah; SMP Ciparai; SMK Karya Perj",Nitrit di Melon dan Lotek Jadi Biang Kerok Keracunan MBG di Bandung Barat,nasional.kompas.com,2025-10-04,"Senyawa nitrit dapat berbahaya bagi kesehatan karena dapat menyebabkan methemoglobinemia, yaitu kondisi kekurangan oksigen dalam darah, dan berisiko tinggi membentuk nitrosamin, senyawa karsinogenik yang dapat meningkatkan risiko kanker, terutama kanker lambung dan pankreas.","Karimah menjelaskan, secara alami, sebagian buah-buahan dan sayur-sayuran memang mengandung nitrit.","Kadarnya bisa meningkat karena hasil kerja bakteri, yang dapat mengubah nitrat menjadi nitrit, atau sebaliknya.",https://nasional.kompas.com/read/2025/10/04/08455081/nitrit-di-melon-dan-lotek-jadi-biang-kerok-keracunan-mbg-di-bandung-barat,,,
L040,"Karawang, 2026-04-17 - Balita; Ibu Menyusui",Bukan Bakteri! Ini Penyebab 63 Balita Keracunan MBG Cianjur,detik.com,2026-05-12,"- Sumber Makanan: Menu disajikan oleh Satuan Pelayanan Pemenuhan Gizi (SPPG) Leles 2, Sukasirna.",Temuan Laboratorium: Nitrit 169 Kali Lipat di Atas Batas,"Berdasarkan pengujian mendalam oleh Laboratorium Kesehatan Daerah (Labkesda) Jawa Barat, ditemukan fakta mengenai kandungan zat kimia pada menu makanan tersebut.",https://www.detik.com/jabar/berita/d-8485739/bukan-bakteri-ini-penyebab-63-balita-keracunan-mbg-cianjur,,,
L041,"Kulon Progo, 2025-07-31 - SMPN 2 Wates; SMP Muhammadiyah 2 Wates; SD Triharjo; SD Sogan",SPPG Buka Suara soal MBG Bikin 497 Siswa SMP Kulon Progo Keracunan,detik.com,2025-08-21,Nah itu banyak hal yang kemudian kita bicara kumannya masuk dari mana.,"Tapi yang jelas kami matur yang diambil itu kan sampel makanan yang ada di MBG dan itu memang positif terkontaminasi bakteri,"" ucapnya.",Budi mengatakan hasil uji laboratorium terhadap sampel menu MBG serta muntahan dan tinja siswa ini sebenarnya sesuai dengan perkiraan pihaknya.,https://www.detik.com/jogja/berita/d-8071965/sppg-buka-suara-soal-mbg-bikin-497-siswa-smp-kulon-progo-keracunan,,,
L042,"Lombok Tengah, 2026-01-17 - SDN 1 Darmaji; MI Hidayatuslohin",Puluhan Pelajar di Lombok Tengah Keracunan Usai Konsumsi Susu Program MBG - merdeka.com,merdeka.com,2026-01-17,Investigasi dan Uji Laboratorium Sampel Susu MBG,Dinas Kesehatan Kabupaten Lombok Tengah telah mengambil langkah proaktif dengan mengamankan sampel susu yang diduga menjadi penyebab keracunan.,Sampel tersebut akan segera diuji di laboratorium untuk mengetahui kandungan dan penyebab pasti keracunan.,https://www.merdeka.com/peristiwa/puluhan-pelajar-di-lombok-tengah-keracunan-usai-konsumsi-susu-program-mbg-522733-mvk.html,,,
L043,"Bantul, 2026-09-04 - TK KB Mawar Harapan; KB Teratai Ceria; SDN 1 Sumberagung; SD Patalan; SD Sawahan; SD Kembangsongo",Dinkes Ungkap Hasil Uji Lab Menu Pemicu 4 SD di Bantul Keracunan MBG,detik.com,2026-09-16,"""(Hasil uji laboratorium sampel MBG keluar?) Iya, sudah.","Hasilnya ada Bacillus sp, sejenis bakteri.","Itu (Bacillus sp) pada galantin,"" kata Kepala Bidang Penanggulangan Penyakit Dinas Kesehatan (Dinkes) Bantul, Samsu Aryanto, saat dihubungi detikJogja, Selasa (15/9/2026).",https://www.detik.com/jogja/berita/d-8664524/dinkes-ungkap-hasil-uji-lab-menu-pemicu-4-sd-di-bantul-keracunan-mbg,,,
L044,"Manggarai Barat, 2026-01-29 - SDI Golo Welu 2; SDI Golo Bombong; SMPN 2 Kuwus; SMAN 1 Kuwus; SMKN 1 Kuwus",Dapur MBG di Manggarai Barat Ditutup Usai Ratusan Siswa SD-SMA Keracunan,detik.com,2026-01-30,"Terkait pemeriksaan kualitas air, tim telah melakukan pengujian cepat terhadap air minum dan air bersih yang digunakan.",Hasil pemeriksaan menunjukkan air minum tersebut tidak mengandung bakteri E Coli maupun koliform.,"""Ini mengindikasikan bahwa, berdasarkan sampel yang diuji, air bukan merupakan sumber masalah pada dugaan keracunan ratusan siswa tersebut,"" terang Adrianus.",https://www.detik.com/bali/nusra/d-8333685/dapur-mbg-di-manggarai-barat-ditutup-usai-ratusan-siswa-sd-sma-keracunan,,,
L045,"Ketapang, 2026-02-05 - SMP Negeri 1 Marau; SMA Negeri 1 Marau; SMK Negeri 1 Marau",206 Siswa dan Guru di Marau Ketapang Diduga Keracunan Menu MBG,detik.com,2026-02-05,Para siswa dan guru diduga mengalami keracunan setelah mengonsumsi menu MBG yang dibagikan di sekolah masing-masing.,"Meski begitu, Feria belum bisa memastikan penyebab keracunan apakah benar dari menu MBG.","""Ini masih dugaan (keracunan MBG),"" tuturnya.",https://www.detik.com/kalimantan/berita/d-8342720/206-siswa-dan-guru-di-marau-ketapang-diduga-keracunan-menu-mbg,,,
L046,"Jombang, 2026-03-05 - Ponpes Sholawat Darut Taubah",Penyebab 28 Santri Keracunan Telur Asin MBG di Jombang Terungkap,detik.com,2026-03-17,"Penyebab 28 santri Pondok Pesantren (Ponpes) Sholawat Darut Taubah, Jombang mengalami keracunan makan bergizi gratis (MBG) akhirnya terungkap.","Keracunan massal ini disebabkan telur asin yang mengandung nitrit, bahan kimia pengawet daging olahan.",Penyebab keracunan MBG di Ponpes Sholawat Darut Taubah terungkap dari hasil pemeriksaan Balai Besar Laboratorium Kesehatan Masyarakat (BBLabkesmas) Surabaya.,https://www.detik.com/jatim/berita/d-8405054/penyebab-28-santri-keracunan-telur-asin-mbg-di-jombang-terungkap,,,
L047,"Cianjur, 2025-04-21 - MAN 1 Cianjur",Dinkes Periksa Dapur MBG di Cianjur Usai Puluhan Siswa Keracunan Makanan,kompas.com,2025-04-22,"Frida menegaskan, pihaknya masih menunggu hasil dari laboratorium.","“Nanti, setelah hasil pemeriksaan keluar, akan terlihat apakah makanan tersebut mengandung bakteri atau jamur, dan jenisnya apa, termasuk jika ada kandungan bahan pengawet, atau bahan-bahan yang sudah kedaluwarsa,” katanya.","“Atau bisa jadi hasilnya tidak ditemukan, dan ternyata berasal dari sumber lain,” tambahnya.",https://www.kompas.com/jawa-barat/read/2025/04/22/130503388/dinkes-periksa-dapur-mbg-di-cianjur-usai-puluhan-siswa-keracunan,,,
L048,"Kediri, 2026-04-22 - SDN Ketami 1; SDN Ketami 2; SDN Tempurejo 1",Wali Kota Kediri tegaskan pengawasan ketat SPPG agar jalankan SOP,antaranews.com,2026-04-25,"Dan nantinya kami akan menunggu hasil lebih lanjut dari keputusan BGN seperti apa,"" kata Mbak Wali, sapaan Wali Kota Vinanda Prameswati.","Ia menjelaskan berdasarkan hasil uji laboratorium ditemukan bakteri Escherichia coli (E.coli), sedangkan hasil survei kehigienisan ditemukan bahwa SPPG Tempurejo belum melakukan uji organoleptik.","Seluruh temuan tersebut, katanya, juga langsung dilaporkan kepada BGN.",https://www.antaranews.com/berita/5541939/wali-kota-kediri-tegaskan-pengawasan-ketat-sppg-agar-jalankan-sop,,,
L049,"Cianjur, 2026-04-17 - Desa Sukasirna; Desa Purabaya","Balita di Cianjur Meninggal dan Sempat Konsumsi MBG, Dinkes Tunggu Hasil Uji Lab",bandung.kompas.com,2026-04-27,,"CIANJUR, KOMPAS.com - Dinas Kesehatan Kabupaten Cianjur, Jawa Barat, masih menunggu hasil laboratorium atas sampel makanan dari program Makan Bergizi Gratis (MBG), yang diduga terkait dengan kasus meninggalnya seorang balita akibat keracunan.","Sebelum meninggal dunia, balita berusia 2 tahun asal Kecamatan Leles, Cianjur itu sempat mendapatkan perawatan di puskesmas, lalu dirujuk ke rumah sakit setelah mengalami gejala mual dan muntah.",https://bandung.kompas.com/read/2026/04/27/191241278/balita-di-cianjur-meninggal-dan-sempat-konsumsi-mbg-dinkes-tunggu-hasil-uji,,,
L050,"Ketapang, 2025-09-23 - SDN 12 Benua Kayong","Dalam Keracunan MBG di Ketapang, Menu Ikan Hiu yang Paling Disesalkan",detik.com,2025-09-25,"Terlepas dari itu, Agus menyampaikan permintaan maaf sedalam-dalamnya kepada masyarakat.",Ia berjanji keracunan MBG seperti di Ketapang tak akan terulang.,"""Kami minta maaf.",https://www.detik.com/kalimantan/berita/d-8129063/dalam-keracunan-mbg-di-ketapang-menu-ikan-hiu-yang-paling-disesalkan,,,
L051,"Karo, 2026-08-13 - SMP Negeri 3 Kabanjahe; SMP Swasta Bersama; SMAN 1 Berastagi; SMK Swasta Bersama; SMA Swasta Bersama",Mengenal 3 Bakteri Patogen Penyebab Keracunan MBG,health.detik.com,2026-09-12,"Meski demikian, keberadaan E. coli pada sampel makanan tidak otomatis berarti bakteri tersebut merupakan STEC.",Pemeriksaan lebih lanjut diperlukan untuk mengetahui jenis atau strain E. coli yang ditemukan serta karakter patogeniknya.,Penyebab Keracunan Bisa Lebih Kompleks,https://health.detik.com/diet/d-8659295/mengenal-3-bakteri-patogen-penyebab-keracunan-mbg,,,
L052,"Sidoarjo, 2026-09-01 - Ponpes Manba'ul Hikam; MTS; MA; 16 Lembaga Pendidikan Lainnya","Cari Penyebab Dugaan Keracunan MBG, Dinkes Sidoarjo Ambil Sampel Bahan Makanan dan Muntahan",surabaya.kompas.com,2026-09-02,"Namun, BGN harus melakukan evaluasi menyeluruh.","“Jadi saya juga menyampaikan kepada Mas Teguh (Wakil Koordinator BGN Jatim), sering kali hasil lab ini kesimpulannya selalu sama, ada bakterinya.",Tapi kita belum menjawab akar masalahnya.,https://surabaya.kompas.com/read/2026/09/02/172302178/cari-penyebab-dugaan-keracunan-mbg-dinkes-sidoarjo-ambil-sampel-bahan,,,
L053,"Banyuwangi, 2025-10-24 - SMPN 3 Kalipuro; MA Nurul Khairoh; SMA NU Gombengsari",Siswa Korban Keracunan MBG di Kalipuro Banyuwangi Bertambah Jadi 133 Orang,surabaya.kompas.com,2025-10-29,"Dinkes Banyuwangi telah mengambil berbagai sampel untuk mengetahui penyebab keracunan tersebut, meliputi pemeriksaan sampel makanan MBG, air yang digunakan, peralatan masak dan makan, hingga rectal swab pada sejumlah siswa.","Semua sampel tersebut diuji di laboratorium, dan hasilnya, sampel air yang digunakan, terdeteksi adanya paparan bakteri Escherichia coli (E.coli).","""Airnya bersumber dari sistem Hippam (Himpunan Pengguna Air Minum) dan ditimbun dalam tandon,"" terang Amir.",https://surabaya.kompas.com/read/2025/10/29/161955078/siswa-korban-keracunan-mbg-di-kalipuro-banyuwangi-bertambah-jadi-133-orang,,,
L054,"Kupang, 2025-09-24 - SD Inpres Liliba",Walkot Kupang Tunggu Diagnosa Medis soal 11 Siswa SD Keracunan MBG,cnnindonesia.com,2025-09-24,"Wali Kota Kupang, Christian Widodo mengatakan masih menunggu hasil pemeriksaan dan diagnosa dari dokter yang menangani sebelas siswa SD Inpres Liliba yang diduga mengalami keracunan usai mengonsumsi makanan bergizi gratis (MBG), Rabu (24/9) siang.","""Kita masih menunggu diagnosa dokter yang didahului anamnesa, pemeriksaan fisik, pemeriksaan penunjang (laboratorium), dan lain-lain,"" kata Walikota Kupang Christian Widodo melalui pesan tertulis saat dikonfirmasi CNNIndonesia.com, Rabu malam.","Pemerintah Kota Kupang, sambungnya, belum bisa mengambil sikap sebelum adanya hasil pemeriksaan dan diagnosa dari dokter.",https://www.cnnindonesia.com/nasional/20250924194702-20-1277380/walkot-kupang-tunggu-diagnosa-medis-soal-11-siswa-sd-keracunan-mbg,,,
L055,"Tasikmalaya, 2025-05-01 - Beberapa Sekolah TK; SDN 1 Rajapolah; SDN 2 Rajapolah; SMPN 1 Rajapolah",Korban Keracunan MBG di Tasikmalaya Tercatat 400 Pelajar dari TK hingga SMA,kompas.com,2025-05-02,"“Iya betul, dan ada beberapa siswa mengalami diare, tapi tidak parah, dan tentunya ini merupakan pembelajaran atas kejadian di lapangan,” kata Dadan.","Lebih lanjut, ia mengingatkan agar semua pihak tidak langsung menyimpulkan penyebab keracunan sebelum hasil uji laboratorium keluar.","“Kita tetap kroscek dulu, tidak serta merta menghakimi bahwa kejadian itu disebabkan oleh makanan ini.",https://www.kompas.com/jawa-barat/read/2025/05/02/133948088/korban-keracunan-mbg-di-tasikmalaya-tercatat-400-pelajar-dari-tk,,,
L056,"Grobogan, 2026-01-10 - TK Ngroto; SDN Trisari; SDN Glapan; SDN Penadaran; SMP Miftahul Huda; SMK Miftahul Huda",Hasil Lab Ungkap Menu MBG Penyebab Keracunan Ratusan Santri di Grobogan Positif E. coli,regional.kompas.com,2026-01-19,Menu tersebut diduga menyebabkan ratusan santri mengalami gejala keracunan.,"Kepala Dinas Kesehatan Kabupaten Grobogan, Djatmiko mengatakan, berdasarkan rilis resmi yang dikirim Balai Laboratorium Kesehatan dan Pengujian Alat Kesehatan, Dinkes Provinsi Jateng menyebutkan menu MBG positif terpapar bakteri E coli.","Menu tersebut, kata Djatmiko, yaitu nasi kuning, telur dadar, lalapan selada, lalapan timun dan tempe keripik.",https://regional.kompas.com/read/2026/01/19/200826878/hasil-lab-ungkap-menu-mbg-penyebab-keracunan-ratusan-santri-di-grobogan,,,
L057,"Demak, 2026-04-18 - Ponpes Bustanul Qur'an; Ponpes Asnawiyah; Ponpes Hidayatul Mubdtadiin; Ponpes Al Ma'arif; Ponpes Nurul Sakinah","Buntut Keracunan MBG di Demak, Wagub Jateng Minta Distribusi dan Konsumsi MBG Tepat Waktu",regional.kompas.com,2026-04-21,"Sebagai langkah tindak lanjut, operasional SPPG yang bersangkutan telah dihentikan sementara dan dipasangi garis polisi.",Dinas Kesehatan setempat kini tengah melakukan uji laboratorium untuk memastikan penyebab pasti keracunan sekaligus melakukan evaluasi sistem distribusi secara menyeluruh agar kejadian serupa tidak terulang kembali.,Bayangkan seorang anak Indonesia bercita-cita menjadi dokter tetapi hanya memiliki satu buku lusuh untuk belajar.,https://regional.kompas.com/read/2026/04/21/211235978/buntut-keracunan-mbg-di-demak-wagub-jateng-minta-distribusi-dan-konsumsi,,,
L058,"Pati, 2026-09-09 - SDN 3 Gembong; MI Miftahul; SMPN 1 Gembong; MTSN 3 Pati; MTs Manbaul Ulum; Posyandu Anggrek",Plt Bupati Pati Sebut Ratusan Siswa Keracunan MBG Masuk Kategori KLB,cnnindonesia.com,2026-09-10,SPPG disetop sementara,"Selain menetapkan KLB, Pemkab Pati pun telah menutup sementara SPPG Pati Gembong 1 setelah ratusan siswa dari sejumlah sekolah di Kecamatan Gembong keracunan MBG.","Sekretaris Dinas Kesehatan Kabupaten Pati, Joko Leksono Widodo, mengatakan penutupan dilakukan selama 3 bulan ke depan.",https://www.cnnindonesia.com/nasional/20260910134746-20-1402395/plt-bupati-pati-sebut-ratusan-siswa-keracunan-mbg-masuk-kategori-klb,,,
L059,"Kulon Progo, 2025-07-31 - SMPN 2 Wates; SMP Muhammadiyah 2 Wates; SD Triharjo; SD Sogan",SPPG Buka Suara soal MBG Bikin 497 Siswa SMP Kulon Progo Keracunan,detik.com,2025-08-21,Nah itu banyak hal yang kemudian kita bicara kumannya masuk dari mana.,"Tapi yang jelas kami matur yang diambil itu kan sampel makanan yang ada di MBG dan itu memang positif terkontaminasi bakteri,"" ucapnya.",Budi mengatakan hasil uji laboratorium terhadap sampel menu MBG serta muntahan dan tinja siswa ini sebenarnya sesuai dengan perkiraan pihaknya.,https://www.detik.com/jogja/berita/d-8071965/sppg-buka-suara-soal-mbg-bikin-497-siswa-smp-kulon-progo-keracunan,,,
L060,"Dairi, 2026-02-09 - SMK Swasta HKBP Sidikalang; SMK Swasta Arina Sidikalang","SPPG yang Buat 218 Pelajar di Dairi Keracunan Ditutup, Bobby: Menunya Jangan Ala Kadarnya",medan.kompas.com,2026-03-10,"Berdasarkan hasil uji laboratorium sampel makanan MBG tersebut, ditemukan adanya indikasi kontaminasi bakteri pada menu yang disajikan kepada siswa.",Pada sampel makanan di SMK HKBP ditemukan bakteri Staphylococcus aureus dan Bacillus cereus pada nasi putih dan kapang khamir pada menu gulai ayam.,"Keracunan yang terjadi ini diduga akibat durasi waktu antara proses pengolahan makanan hingga dikonsumsi siswa yang terlalu lama, sehingga memicu pertumbuhan bakteri pada makanan.",https://medan.kompas.com/read/2026/03/10/170249478/sppg-yang-buat-218-pelajar-di-dairi-keracunan-ditutup-bobby-menunya-jangan-ala,,,
L061,"Kebumen, 2025-09-25 - SDN Tegalretno; Madrasah Wathoniyah Islamiyah",Ratusan Siswa Kebumen Diduga Keracunan Usai Santap Soto-Perkedel MBG,detik.com,2025-09-26,"Pada intinya kami langsung ke puskesmas dan rumah sakit karena ada dua tempat (perawatan) Puskesmas Petanahan dan PKU Muhammadiyah Petanahan,"" jelasnya.",Petugas medis pun masih terus melakukan pemeriksaan dan pantauan kesehatan termasuk memeriksa kandungan bakteri yang ada pada tubuh para pelajar.,Adapun sampel sisa makanan juga telah dibawa ke laboratorium di Yogyakarta untuk diteliti lebih lanjut.,https://www.detik.com/jateng/berita/d-8131416/ratusan-siswa-kebumen-diduga-keracunan-usai-santap-soto-perkedel-mbg,,,
L062,"Jombang, 2026-09-02 - SMPN 1 Kabuh",Kepala SPPG Dicopot-Dapur Disetop Buntut Keracunan MBG Massal di Jombang,detik.com,2026-09-16,Kandungan bakteri e coli di air galon isi ulang tidak terlalu tinggi.,Kandungan e coli melebihi batas aman justru ditemukan di udang saus padang.,Yaitu mencapai 120 CFU per Gram.,https://www.detik.com/jatim/berita/d-8665207/kepala-sppg-dicopot-dapur-disetop-buntut-keracunan-mbg-massal-di-jombang,,,
L063,"Semarang, 2026-07-31 - SMKN 6 Semarang",Terungkap! Biang Keracunan MBG SMKN 6 Semarang gegara 3 Bakteri,detik.com,2026-08-11,"Hasilnya, lauk MBG berupa rendang, ayam, dan telur puyuh positif mengandung bakteri E coli, Staphylococcus, dan Salmonella.","""Hasil (pemeriksaan) keracunan di SMKN 6 Semarang, E coli positif, Staphylococcus positif, Salmonella positif, terutama pada lauk,"" kata Kepala Dinas Kesehatan (Dinkes) Kota Semarang, Abdul Hakam di Balai Kota Semarang, Selasa (11/8/2026).","""Lauknya kan kemarin rendang, ayam, telur puyuh.",https://www.detik.com/jateng/berita/d-8613430/terungkap-biang-keracunan-mbg-smkn-6-semarang-gegara-3-bakteri,,,
L064,"Lombok Tengah, 2025-04-23 - SDN Repuk Tunjang","5 Siswa Lombok Tengah Keracunan Menu MBG, Ada Bakteri E-Coli di Telur",detik.com,2025-05-09,"""Sampel makanan yang diperiksa itu ada nasi putih, kemudian kacang, tumis kangkung, telur bumbu, dan buah salak.","Yang terindikasi mengandung E-coli itu telur bumbu dan kacang goreng itu,"" kata Suardi di Praya, Lombok Tengah, Jumat (9/5/2025).",Suardi menduga menu MBG itu tercemar lantaran petugas dapur kurang hati-hari terhadap kebersihan.,https://www.detik.com/bali/nusra/d-7907093/5-siswa-lombok-tengah-keracunan-menu-mbg-ada-bakteri-e-coli-di-telur,,,
L065,"Lombok Tengah, 2026-09-11 - SDN 2 Lendang Tampel; SDN Repok Puyung; SDN Beber; SDN Mertak Kesambik; MTs Qudwatun Hasanah","Keracunan MBG di Lombok Tengah, BPOM Uji Sampel Makanan, Hasil Keluar Maksimal 30 Hari",regional.kompas.com,2026-09-14,"Kepala BPOM Mataram Yogi Abaso mengatakan, proses pengujian membutuhkan waktu karena pihaknya harus memeriksa berbagai kemungkinan penyebab, mulai dari bahan kimia berbahaya, logam berat hingga mikrobiologi.","""Lama pengujian maksimal 30 hari kerja, karena kami harus mencari penyebab kimia bahan berbahaya maupun logam berat dan mikrobiologi jenis-jenis mikroba yang menjadi penyebab keracunan,"" katanya, Senin (14/9/2026), dilansir dari TribunLombok.","Menurut Yogi, pemeriksaan membutuhkan waktu untuk memastikan kandungan zat yang terdapat dalam makanan maupun sampel yang diuji.",https://regional.kompas.com/read/2026/09/14/154750778/keracunan-mbg-di-lombok-tengah-bpom-uji-sampel-makanan-hasil-keluar,,,
L066,"Blora, 2025-11-26 - SMPN 1 Blora; SMP Katolik Blora; SMP Kristen Blora",Penyebab Ratusan Siswa di Blora Keracunan Menu MBG: Bakteri E. Coli,regional.kompas.com,2025-12-08,"BLORA, KOMPAS.com - Dinas Kesehatan Daerah (Dinkesda) Kabupaten Blora mengungkap penyebab 444 siswa SMP keracunan menu Makan Bergizi Gratis (MBG) berasal dari bakteri Escherichia coli.","Sekretaris Dinkesda Blora, Nur Betsia Bertawati, mengatakan hasil laboratorium menunjukkan makanan yang dikonsumsi 25 November 2025 mengandung bakteri tersebut.","""Berdasarkan hasil laboratorium bakteriologis air dan makanan, keracunan makanan disebabkan oleh bakteri E. coli yang terkandung di makanan,"" ujarnya di kantornya, Senin (8/12/2025).",https://regional.kompas.com/read/2025/12/08/201059378/penyebab-ratusan-siswa-di-blora-keracunan-menu-mbg-bakteri-e-coli,,,
L067,"Cianjur, 2026-01-27 - SDN Wargasari; TBA ( Tidak disebutkan)",Dinkes Cianjur investigasi mendalam terkait kasus keracunan siswa,antaranews.com,2026-02-02,"Cianjur (ANTARA) - Dinas Kesehatan Kabupaten Cianjur, Jawa Barat melakukan investigasi mendalam terkait kasus keracunan makanan yang menimpa ratusan siswa dalam program Makan Bergizi Gratis (MBG) di tiga kecamatan.","Kepala Dinkes Cianjur Made Setiawan di Cianjur, Senin, mengatakan hal tersebut dilakukan sambil menunggu hasil pemeriksaan sampel makanan dan muntahan yang diperkirakan baru keluar dalam dua pekan ke depan.","""Sampel sudah dibawa untuk mengetahui penyebab pasti keracunan, di mana durasi pemeriksaan hasil uji laboratorium diperkirakan memakan waktu tujuh hingga 14 hari,"" katanya.",https://www.antaranews.com/berita/5391386/dinkes-cianjur-investigasi-mendalam-terkait-kasus-keracunan-siswa,,,
L068,"Tana Toraja, 2026-09-02 - SMP Negeri 1 Makale; SMP Negeri 2 Makale",Menu MBG Ayam Bumbu Kuning Terkontaminasi Bakteri Pemicu Keracunan di Tator,detik.com,2026-09-11,"BPOM juga telah memeriksa sampel menu MBG berupa nasi putih, tempe mendoan, sayur tumis jagung, wortel, dan labu siam, serta ikan nila.",Hasil pemeriksaan makanan itu tidak mengandung zat kimia maupun mikrobiologi.,"""Secara alami sayur dan buah dapat mengandung nitrit dalam jumlah yang sangat kecil karena penyerapan nitrat dari tanah atau air yang kemudian diubah oleh aktivitas bakteri,"" ujarnya.",https://www.detik.com/sulsel/berita/d-8658445/menu-mbg-ayam-bumbu-kuning-terkontaminasi-bakteri-pemicu-keracunan-di-tator,,,
L069,"Bandung Barat, 2025-11-11 - SMP Bina Karya","Keracunan MBG di Bandung Barat Bertambah, Guru Ungkap Paket Makanan Datang Telat",bandung.kompas.com,2025-11-11,"Menurutnya, berdasarkan data dari Satuan Pelayanan Pemenuhan Gizi (SPPG) Yayasan Adiwidya Dedikasi Virajullah, jumlah penerima manfaat MBG di Kecamatan Ngamprah mencapai 2.447 orang.","Namun, hingga saat ini, baru siswa SMP Bina Karya yang melaporkan keluhan gejala mirip keracunan.","""Kami masih melakukan observasi dan menunggu hasil pemeriksaan laboratorium terhadap sampel makanan yang kami ambil hari ini,"" tambahnya.",https://bandung.kompas.com/read/2025/11/11/214647678/keracunan-mbg-di-bandung-barat-bertambah-guru-ungkap-paket-makanan-datang,,,
L070,"Bandung Barat, 2025-09-22 - SD Negeri Cipari; MTs Darul Fiqri; SMK Pembangunan Bandung Barat; TK Nurul Saadah; SMP Ciparai; SMK Karya Perj","Mengenal Senyawa Nitrit, Pemicu Keracunan MBG di Bandung Barat",health.detik.com,2025-10-05,"Meski jarang disangka, buah berair juga bisa jadi media tumbuh bakteri pengubah nitrat menjadi nitrit, terutama bila sudah dikupas, dipotong, lalu dibiarkan terbuka terlalu lama.","Hal inilah yang juga ditemukan pada kasus Bandung Barat, di mana sisa buah melon mengandung nitrit tinggi.",4.,https://health.detik.com/diet/d-8145435/mengenal-senyawa-nitrit-pemicu-keracunan-mbg-di-bandung-barat,,,
L071,"Cianjur, 2025-09-25 - SDN Taruna Bakti",Dinkes Cianjur pastikan kondisi siswa dan guru keracunan membaik,antaranews.com,2025-09-26,"Pihaknya mendata di Kabupaten Cianjur sudah lima kali terjadi keracunan usai menyantap menu Makan Bergizi Gratis (MBG) dengan jumlah siswa mencapai 165 orang dan di Kecamatan Cugenang sudah dua kali, sedangkan dari lima kasus baru beberapa hasil uji laboratorium yang sudah keluar.","Hasil pemeriksaan tidak ditemukan bakteriologis dalam makanan tersebut, sehingga perlu dilakukan pemeriksaan dari makanan lain yang sempat dikonsumsi siswa termasuk jajanan atau makanan yang dijual di lingkungan sekolah.","""Jadi, harus dilakukan pemeriksaan lain sebelum mereka keracunan karena dari sampel menu MBG yang diambil dan sampel muntahan berdasarkan hasil uji laboratorium tidak ditemukan bakteri yang menjadi penyebab keracunan,"" katanya.",https://www.antaranews.com/berita/5136365/dinkes-cianjur-pastikan-kondisi-siswa-dan-guru-keracunan-membaik,,,
